1.3,深圳,PHP PYTHON开发工程师
1.1,深圳,软件开发工程师（C#/python）
1.5,深圳-南山区,python游戏服务端开发工程师
1.2,深圳-龙岗区,Python程序员 开发工程师 软件工程师
1.5,深圳,银行SAS/R/PYTHON数据分析挖掘建模岗
1.1,深圳-南山区,Python开发工程师
0.8,深圳-南山区,Python开发工程师
1.7,深圳-南山区,云计算开发工程师（python）
1.5,深圳-福田区,Python开发工程师
1.4,深圳-南山区,Python开发工程师
1.2,深圳-福田区,Python web programmer
1.4,深圳,python开发工程师
0.6,深圳,Python开发工程师（初级）
0.5,深圳-福田区,初级python开发工程师
